0.5;0.9;0.65;0
0.5;0.866667;0.65;0
0.533333;0.9;0.65;0
0.522222;0.855556;0.65;0
0.544444;0.877778;0.65;0
0.533333;0.9;0.65;0
0.5;0.833333;0.65;0
0.522222;0.855556;0.65;0
0.5;0.866667;0.65;0
0.553333;0.84;0.65;0
0.544444;0.877778;0.65;0
0.522222;0.855556;0.65;0
0.522222;0.855556;0.65;0
0.5;0.833333;0.65;0
0.525;0.825;0.65;0
0.522222;0.788889;0.65;0
0.5;0.766667;0.65;0
0.52381;0.757143;0.65;0
0.583333;0.8;0.65;0
0.566667;0.816667;0.65;0
0.544444;0.802778;0.65;0
0.5;0.8;0.65;0
0.5;0.766667;0.65;0
0.522222;0.788889;0.65;0
0.544444;0.877778;0.65;0
0.566667;0.9;0.65;0
0.533333;0.9;0.65;0
0.5;0.866667;0.65;0
0.522222;0.855556;0.65;0
0.533333;0.9;0.65;0
0.553333;0.84;0.65;0
0.58;0.86;0.65;0
0.544444;0.877778;0.65;0
0.5;0.8;0.65;0
0.522222;0.788889;0.65;0
0.525;0.825;0.65;0
0.58;0.86;0.65;0
0.6;0.9;0.65;0
0.566667;0.9;0.65;0
0.566667;0.816667;0.65;0
0.595238;0.828571;0.65;0
0.553333;0.84;0.65;0
0.625;0.85;0.65;0
0.65;0.85;0.65;0
0.642857;0.87619;0.65;0
0.595238;0.828571;0.65;0
0.625;0.85;0.65;0
0.611111;0.872222;0.65;0
0.625;0.825;0.65;0
0.65;0.85;0.65;0
0.625;0.85;0.65;0
0.544444;0.877778;0.65;0
0.58;0.86;0.65;0
0.566667;0.9;0.65;0
0.52381;0.757143;0.65;0
0.5625;0.775;0.65;0
0.522222;0.788889;0.65;0
0.52381;0.757143;0.65;0
0.55;0.75;0.65;0
0.5625;0.775;0.65;0
0.5;0.733333;0.65;0
0.52381;0.757143;0.65;0
0.5;0.766667;0.65;0
0.525;0.725;0.65;0
0.55;0.75;0.65;0
0.52381;0.757143;0.65;0
0.5;0.7;0.65;0
0.525;0.725;0.65;0
0.5;0.733333;0.65;0
0.533333;0.7;0.65;0
0.566667;0.7;0.65;0
0.558333;0.725;0.65;0
0.6;0.7;0.65;0
0.633333;0.7;0.65;0
0.616667;0.733333;0.65;0
0.525;0.725;0.65;0
0.533333;0.7;0.65;0
0.558333;0.725;0.65;0
0.558333;0.675;0.65;0
0.55;0.65;0.65;0
0.591667;0.668056;0.65;0
0.566667;0.7;0.65;0
0.558333;0.675;0.65;0
0.591667;0.668056;0.65;0
0.566667;0.7;0.65;0
0.533333;0.7;0.65;0
0.558333;0.675;0.65;0
0.616667;0.733333;0.65;0
0.5875;0.725;0.65;0
0.6;0.7;0.65;0
0.533333;0.7;0.65;0
0.525;0.675;0.65;0
0.558333;0.675;0.65;0
0.525;0.725;0.65;0
0.52381;0.757143;0.65;0
0.5;0.733333;0.65;0
0.611111;0.872222;0.65;0
0.625;0.85;0.65;0
0.642857;0.87619;0.65;0
0.58;0.86;0.65;0
0.611111;0.872222;0.65;0
0.6;0.9;0.65;0
0.58;0.86;0.65;0
0.595238;0.828571;0.65;0
0.611111;0.872222;0.65;0
0.5;0.7;0.65;0
0.5;0.666667;0.65;0
0.525;0.675;0.65;0
0.642857;0.87619;0.65;0
0.666667;0.9;0.65;0
0.633333;0.9;0.65;0
0.6;0.9;0.65;0
0.611111;0.872222;0.65;0
0.633333;0.9;0.65;0
0.65;0.85;0.65;0
0.675;0.875;0.65;0
0.642857;0.87619;0.65;0
0.55;0.625;0.65;0
0.55;0.65;0.65;0
0.52381;0.642857;0.65;0
0.555556;0.588889;0.65;0
0.55;0.625;0.65;0
0.527778;0.611111;0.65;0
0.575;0.604167;0.65;0
0.594444;0.636111;0.65;0
0.55;0.625;0.65;0
0.583333;0.566667;0.65;0
0.575;0.604167;0.65;0
0.555556;0.588889;0.65;0
0.629167;0.6375;0.65;0
0.608333;0.6125;0.65;0
0.64375;0.60625;0.65;0
0.65625;0.66875;0.65;0
0.629167;0.6375;0.65;0
0.6625;0.6375;0.65;0
0.625;0.670833;0.65;0
0.594444;0.636111;0.65;0
0.629167;0.6375;0.65;0
0.6;0.7;0.65;0
0.625;0.670833;0.65;0
0.633333;0.7;0.65;0
0.608333;0.6125;0.65;0
0.625;0.575;0.65;0
0.64375;0.60625;0.65;0
0.591667;0.668056;0.65;0
0.594444;0.636111;0.65;0
0.625;0.670833;0.65;0
0.6;0.583333;0.65;0
0.625;0.575;0.65;0
0.608333;0.6125;0.65;0
0.5;0.7;0.65;0
0.525;0.675;0.65;0
0.533333;0.7;0.65;0
0.5;0.666667;0.65;0
0.52381;0.642857;0.65;0
0.525;0.675;0.65;0
0.675;0.875;0.65;0
0.666667;0.9;0.65;0
0.642857;0.87619;0.65;0
0.625;0.825;0.65;0
0.635417;0.79375;0.65;0
0.66;0.82;0.65;0
0.7;0.9;0.65;0
0.666667;0.9;0.65;0
0.675;0.875;0.65;0
0.9;0.9;0.65;0
0.866667;0.9;0.65;0
0.9;0.866667;0.65;0
0.788889;0.855556;0.65;0
0.82;0.873333;0.65;0
0.8;0.9;0.65;0
0.82;0.873333;0.65;0
